,Month,Hour,Value,DIR,SPD,TEMP,Value_1,TEMP_1,SPD_1,DIR_1,Value_2,TEMP_2,SPD_2,DIR_2,Value_3,TEMP_3,SPD_3,DIR_3,Value_4,TEMP_4,SPD_4,DIR_4,Value_5,TEMP_5,SPD_5,DIR_5,HUM,HUM_1,HUM_2,HUM_3,HUM_4,HUM_5,day_week_cat
10,10,10,163.0,320.0,11.26538,3.888888888888889,235.0,7.777777777777778,3.21868,320.0,154.0,10.0,20.92142,340.0,114.0,10.0,17.70274,330.0,59.00000000000001,10.0,11.26538,290.0,43.0,8.88888888888889,6.43736,990.0,38.80348464334315,29.652340829431946,23.39054926371491,23.39054926371491,24.435767832793235,27.500879565172582,0
11,10,11,91.0,990.0,6.43736,1.1111111111111112,163.0,3.888888888888889,11.26538,320.0,235.0,7.777777777777778,3.21868,320.0,154.0,10.0,20.92142,340.0,114.0,10.0,17.70274,330.0,59.00000000000001,10.0,11.26538,290.0,43.321643837035666,38.80348464334315,29.652340829431946,23.39054926371491,23.39054926371491,24.435767832793235,0
12,10,12,60.0,180.0,6.43736,-2.2222222222222223,91.0,1.1111111111111112,6.43736,990.0,163.0,3.888888888888889,11.26538,320.0,235.0,7.777777777777778,3.21868,320.0,154.0,10.0,20.92142,340.0,114.0,10.0,17.70274,330.0,65.70186398147084,43.321643837035666,38.80348464334315,29.652340829431946,23.39054926371491,23.39054926371491,0
13,10,13,69.0,130.0,6.43736,-2.7777777777777777,60.0,-2.2222222222222223,6.43736,180.0,91.0,1.1111111111111112,6.43736,990.0,163.0,3.888888888888889,11.26538,320.0,235.0,7.777777777777778,3.21868,320.0,154.0,10.0,20.92142,340.0,57.54876489575052,65.70186398147084,43.321643837035666,38.80348464334315,29.652340829431946,23.39054926371491,0
14,10,14,57.0,990.0,3.21868,-2.2222222222222223,69.0,-2.7777777777777777,6.43736,130.0,60.0,-2.2222222222222223,6.43736,180.0,91.0,1.1111111111111112,6.43736,990.0,163.0,3.888888888888889,11.26538,320.0,235.0,7.777777777777778,3.21868,320.0,55.22979205469723,57.54876489575052,65.70186398147084,43.321643837035666,38.80348464334315,29.652340829431946,0
15,10,15,9.000000000000002,30.0,14.48406,7.222222222222222,8.0,7.222222222222222,32.1868,140.0,15.0,7.222222222222222,40.2335,140.0,21.0,7.777777777777778,14.48406,70.0,18.000000000000004,7.777777777777778,43.45218,140.0,119.00000000000001,-1.1111111111111112,6.43736,990.0,28.225592138316024,28.225592138316024,28.225592138316024,27.175524504540444,27.175524504540444,60.54783321911871,2
16,10,16,11.000000000000002,140.0,32.1868,7.222222222222222,9.000000000000002,7.222222222222222,14.48406,30.0,8.0,7.222222222222222,32.1868,140.0,15.0,7.222222222222222,40.2335,140.0,21.0,7.777777777777778,14.48406,70.0,18.000000000000004,7.777777777777778,43.45218,140.0,28.225592138316024,28.225592138316024,28.225592138316024,28.225592138316024,27.175524504540444,27.175524504540444,2
17,10,17,12.0,990.0,14.48406,6.111111111111111,11.000000000000002,7.222222222222222,32.1868,140.0,9.000000000000002,7.222222222222222,14.48406,30.0,8.0,7.222222222222222,32.1868,140.0,15.0,7.222222222222222,40.2335,140.0,21.0,7.777777777777778,14.48406,70.0,30.464467967570496,28.225592138316024,28.225592138316024,28.225592138316024,28.225592138316024,27.175524504540444,2
18,10,18,15.0,40.0,11.26538,6.111111111111111,12.0,6.111111111111111,14.48406,990.0,11.000000000000002,7.222222222222222,32.1868,140.0,9.000000000000002,7.222222222222222,14.48406,30.0,8.0,7.222222222222222,32.1868,140.0,15.0,7.222222222222222,40.2335,140.0,30.464467967570496,30.464467967570496,28.225592138316024,28.225592138316024,28.225592138316024,28.225592138316024,2
19,10,19,12.0,150.0,17.70274,6.111111111111111,15.0,6.111111111111111,11.26538,40.0,12.0,6.111111111111111,14.48406,990.0,11.000000000000002,7.222222222222222,32.1868,140.0,9.000000000000002,7.222222222222222,14.48406,30.0,8.0,7.222222222222222,32.1868,140.0,30.464467967570496,30.464467967570496,30.464467967570496,28.225592138316024,28.225592138316024,28.225592138316024,2
20,10,20,13.999999999999998,140.0,14.48406,5.0,12.0,6.111111111111111,17.70274,150.0,15.0,6.111111111111111,11.26538,40.0,12.0,6.111111111111111,14.48406,990.0,11.000000000000002,7.222222222222222,32.1868,140.0,9.000000000000002,7.222222222222222,14.48406,30.0,35.902292644317654,30.464467967570496,30.464467967570496,30.464467967570496,28.225592138316024,28.225592138316024,2
21,10,21,18.000000000000004,40.0,11.26538,4.444444444444445,13.999999999999998,5.0,14.48406,140.0,12.0,6.111111111111111,17.70274,150.0,15.0,6.111111111111111,11.26538,40.0,12.0,6.111111111111111,14.48406,990.0,11.000000000000002,7.222222222222222,32.1868,140.0,37.32145578338928,35.902292644317654,30.464467967570496,30.464467967570496,30.464467967570496,28.225592138316024,2
22,10,22,17.0,990.0,11.26538,5.0,18.000000000000004,4.444444444444445,11.26538,40.0,13.999999999999998,5.0,14.48406,140.0,12.0,6.111111111111111,17.70274,150.0,15.0,6.111111111111111,11.26538,40.0,12.0,6.111111111111111,14.48406,990.0,39.1422167011853,37.32145578338928,35.902292644317654,30.464467967570496,30.464467967570496,30.464467967570496,2
23,10,23,15.0,990.0,6.43736,5.0,17.0,5.0,11.26538,990.0,18.000000000000004,4.444444444444445,11.26538,40.0,13.999999999999998,5.0,14.48406,140.0,12.0,6.111111111111111,17.70274,150.0,15.0,6.111111111111111,11.26538,40.0,39.1422167011853,39.1422167011853,37.32145578338928,35.902292644317654,30.464467967570496,30.464467967570496,2
24,10,2,15.0,160.0,25.74944,7.222222222222222,15.0,5.0,6.43736,990.0,17.0,5.0,11.26538,990.0,18.000000000000004,4.444444444444445,11.26538,40.0,13.999999999999998,5.0,14.48406,140.0,12.0,6.111111111111111,17.70274,150.0,30.79811313515014,39.1422167011853,39.1422167011853,37.32145578338928,35.902292644317654,30.464467967570496,3
25,10,3,18.000000000000004,150.0,32.1868,7.222222222222222,15.0,7.222222222222222,25.74944,160.0,15.0,5.0,6.43736,990.0,17.0,5.0,11.26538,990.0,18.000000000000004,4.444444444444445,11.26538,40.0,13.999999999999998,5.0,14.48406,140.0,33.57742165010363,30.79811313515014,39.1422167011853,39.1422167011853,37.32145578338928,35.902292644317654,3
26,10,4,15.0,990.0,17.70274,3.888888888888889,18.000000000000004,7.222222222222222,32.1868,150.0,15.0,7.222222222222222,25.74944,160.0,15.0,5.0,6.43736,990.0,17.0,5.0,11.26538,990.0,18.000000000000004,4.444444444444445,11.26538,40.0,56.88260820539456,33.57742165010363,30.79811313515014,39.1422167011853,39.1422167011853,37.32145578338928,3
27,10,5,13.000000000000002,200.0,28.96812,6.111111111111111,15.0,3.888888888888889,17.70274,990.0,18.000000000000004,7.222222222222222,32.1868,150.0,15.0,7.222222222222222,25.74944,160.0,15.0,5.0,6.43736,990.0,17.0,5.0,11.26538,990.0,59.85484007345902,56.88260820539456,33.57742165010363,30.79811313515014,39.1422167011853,39.1422167011853,3
28,10,6,16.0,990.0,14.48406,3.888888888888889,13.000000000000002,6.111111111111111,28.96812,200.0,15.0,3.888888888888889,17.70274,990.0,18.000000000000004,7.222222222222222,32.1868,150.0,15.0,7.222222222222222,25.74944,160.0,15.0,5.0,6.43736,990.0,85.42470360061787,59.85484007345902,56.88260820539456,33.57742165010363,30.79811313515014,39.1422167011853,3
29,10,7,13.999999999999998,190.0,20.92142,3.888888888888889,16.0,3.888888888888889,14.48406,990.0,13.000000000000002,6.111111111111111,28.96812,200.0,15.0,3.888888888888889,17.70274,990.0,18.000000000000004,7.222222222222222,32.1868,150.0,15.0,7.222222222222222,25.74944,160.0,82.08895972951541,85.42470360061787,59.85484007345902,56.88260820539456,33.57742165010363,30.79811313515014,3
30,10,8,12.0,220.0,17.70274,2.7777777777777777,13.999999999999998,3.888888888888889,20.92142,190.0,16.0,3.888888888888889,14.48406,990.0,13.000000000000002,6.111111111111111,28.96812,200.0,15.0,3.888888888888889,17.70274,990.0,18.000000000000004,7.222222222222222,32.1868,150.0,88.78475251159637,82.08895972951541,85.42470360061787,59.85484007345902,56.88260820539456,33.57742165010363,3
31,10,9,22.000000000000004,320.0,14.48406,-1.1111111111111112,12.0,2.7777777777777777,17.70274,220.0,13.999999999999998,3.888888888888889,20.92142,190.0,16.0,3.888888888888889,14.48406,990.0,13.000000000000002,6.111111111111111,28.96812,200.0,15.0,3.888888888888889,17.70274,990.0,92.15542687829121,88.78475251159637,82.08895972951541,85.42470360061787,59.85484007345902,56.88260820539456,3
32,10,10,27.000000000000004,320.0,17.70274,-2.2222222222222223,22.000000000000004,-1.1111111111111112,14.48406,320.0,12.0,2.7777777777777777,17.70274,220.0,13.999999999999998,3.888888888888889,20.92142,190.0,16.0,3.888888888888889,14.48406,990.0,13.000000000000002,6.111111111111111,28.96812,200.0,95.97042118062114,92.15542687829121,88.78475251159637,82.08895972951541,85.42470360061787,59.85484007345902,3
33,10,11,27.000000000000004,340.0,20.92142,-2.7777777777777777,27.000000000000004,-2.2222222222222223,17.70274,320.0,22.000000000000004,-1.1111111111111112,14.48406,320.0,12.0,2.7777777777777777,17.70274,220.0,13.999999999999998,3.888888888888889,20.92142,190.0,16.0,3.888888888888889,14.48406,990.0,84.66732166901056,95.97042118062114,92.15542687829121,88.78475251159637,82.08895972951541,85.42470360061787,3
34,10,12,21.0,360.0,6.43736,-3.3333333333333335,27.000000000000004,-2.7777777777777777,20.92142,340.0,27.000000000000004,-2.2222222222222223,17.70274,320.0,22.000000000000004,-1.1111111111111112,14.48406,320.0,12.0,2.7777777777777777,17.70274,220.0,13.999999999999998,3.888888888888889,20.92142,190.0,84.60164424047349,84.66732166901056,95.97042118062114,92.15542687829121,88.78475251159637,82.08895972951541,3
35,10,13,44.00000000000001,990.0,17.70274,-5.0,21.0,-3.3333333333333335,6.43736,360.0,27.000000000000004,-2.7777777777777777,20.92142,340.0,27.000000000000004,-2.2222222222222223,17.70274,320.0,22.000000000000004,-1.1111111111111112,14.48406,320.0,12.0,2.7777777777777777,17.70274,220.0,84.4021453679002,84.60164424047349,84.66732166901056,95.97042118062114,92.15542687829121,88.78475251159637,3
36,10,14,33.0,330.0,32.1868,-5.0,44.00000000000001,-5.0,17.70274,990.0,21.0,-3.3333333333333335,6.43736,360.0,27.000000000000004,-2.7777777777777777,20.92142,340.0,27.000000000000004,-2.2222222222222223,17.70274,320.0,22.000000000000004,-1.1111111111111112,14.48406,320.0,84.4021453679002,84.4021453679002,84.60164424047349,84.66732166901056,95.97042118062114,92.15542687829121,3
37,10,15,76.0,320.0,6.43736,-5.0,33.0,-5.0,32.1868,330.0,44.00000000000001,-5.0,17.70274,990.0,21.0,-3.3333333333333335,6.43736,360.0,27.000000000000004,-2.7777777777777777,20.92142,340.0,27.000000000000004,-2.2222222222222223,17.70274,320.0,80.85827431210316,84.4021453679002,84.4021453679002,84.60164424047349,84.66732166901056,95.97042118062114,3
38,10,16,57.99999999999999,330.0,35.40548,-6.111111111111111,76.0,-5.0,6.43736,320.0,33.0,-5.0,32.1868,330.0,44.00000000000001,-5.0,17.70274,990.0,21.0,-3.3333333333333335,6.43736,360.0,27.000000000000004,-2.7777777777777777,20.92142,340.0,87.97819298405739,80.85827431210316,84.4021453679002,84.4021453679002,84.60164424047349,84.66732166901056,3
39,10,17,156.0,330.0,35.40548,-6.111111111111111,57.99999999999999,-6.111111111111111,35.40548,330.0,76.0,-5.0,6.43736,320.0,33.0,-5.0,32.1868,330.0,44.00000000000001,-5.0,17.70274,990.0,21.0,-3.3333333333333335,6.43736,360.0,87.97819298405739,87.97819298405739,80.85827431210316,84.4021453679002,84.4021453679002,84.60164424047349,3
40,10,18,28.999999999999996,330.0,35.40548,-6.111111111111111,156.0,-6.111111111111111,35.40548,330.0,57.99999999999999,-6.111111111111111,35.40548,330.0,76.0,-5.0,6.43736,320.0,33.0,-5.0,32.1868,330.0,44.00000000000001,-5.0,17.70274,990.0,87.97819298405739,87.97819298405739,87.97819298405739,80.85827431210316,84.4021453679002,84.4021453679002,3
41,10,19,26.000000000000004,330.0,32.1868,-6.111111111111111,28.999999999999996,-6.111111111111111,35.40548,330.0,156.0,-6.111111111111111,35.40548,330.0,57.99999999999999,-6.111111111111111,35.40548,330.0,76.0,-5.0,6.43736,320.0,33.0,-5.0,32.1868,330.0,80.69596198255768,87.97819298405739,87.97819298405739,87.97819298405739,80.85827431210316,84.4021453679002,3
42,10,20,17.0,330.0,35.40548,-6.111111111111111,26.000000000000004,-6.111111111111111,32.1868,330.0,28.999999999999996,-6.111111111111111,35.40548,330.0,156.0,-6.111111111111111,35.40548,330.0,57.99999999999999,-6.111111111111111,35.40548,330.0,76.0,-5.0,6.43736,320.0,73.9555472159488,80.69596198255768,87.97819298405739,87.97819298405739,87.97819298405739,80.85827431210316,3
43,10,21,15.0,340.0,28.96812,-6.111111111111111,17.0,-6.111111111111111,35.40548,330.0,26.000000000000004,-6.111111111111111,32.1868,330.0,28.999999999999996,-6.111111111111111,35.40548,330.0,156.0,-6.111111111111111,35.40548,330.0,57.99999999999999,-6.111111111111111,35.40548,330.0,77.26028839004219,73.9555472159488,80.69596198255768,87.97819298405739,87.97819298405739,87.97819298405739,3
44,10,22,15.0,340.0,28.96812,-7.222222222222222,15.0,-6.111111111111111,28.96812,340.0,17.0,-6.111111111111111,35.40548,330.0,26.000000000000004,-6.111111111111111,32.1868,330.0,28.999999999999996,-6.111111111111111,35.40548,330.0,156.0,-6.111111111111111,35.40548,330.0,80.53166898512077,77.26028839004219,73.9555472159488,80.69596198255768,87.97819298405739,87.97819298405739,3
45,10,23,16.0,330.0,28.96812,-7.777777777777778,15.0,-7.222222222222222,28.96812,340.0,15.0,-6.111111111111111,28.96812,340.0,17.0,-6.111111111111111,35.40548,330.0,26.000000000000004,-6.111111111111111,32.1868,330.0,28.999999999999996,-6.111111111111111,35.40548,330.0,76.9753571081536,80.53166898512077,77.26028839004219,73.9555472159488,80.69596198255768,87.97819298405739,3
46,10,2,13.999999999999998,340.0,11.26538,-6.111111111111111,16.0,-7.777777777777778,28.96812,330.0,15.0,-7.222222222222222,28.96812,340.0,15.0,-6.111111111111111,28.96812,340.0,17.0,-6.111111111111111,35.40548,330.0,26.000000000000004,-6.111111111111111,32.1868,330.0,67.72152822677872,76.9753571081536,80.53166898512077,77.26028839004219,73.9555472159488,80.69596198255768,1
47,10,3,13.000000000000002,50.0,6.43736,-6.111111111111111,13.999999999999998,-6.111111111111111,11.26538,340.0,16.0,-7.777777777777778,28.96812,330.0,15.0,-7.222222222222222,28.96812,340.0,15.0,-6.111111111111111,28.96812,340.0,17.0,-6.111111111111111,35.40548,330.0,67.72152822677872,67.72152822677872,76.9753571081536,80.53166898512077,77.26028839004219,73.9555472159488,1
48,10,4,13.999999999999998,330.0,14.48406,-5.0,13.000000000000002,-6.111111111111111,6.43736,50.0,13.999999999999998,-6.111111111111111,11.26538,340.0,16.0,-7.777777777777778,28.96812,330.0,15.0,-7.222222222222222,28.96812,340.0,15.0,-6.111111111111111,28.96812,340.0,62.24094540323185,67.72152822677872,67.72152822677872,76.9753571081536,80.53166898512077,77.26028839004219,1
49,10,5,15.0,990.0,11.26538,-3.888888888888889,13.999999999999998,-5.0,14.48406,330.0,13.000000000000002,-6.111111111111111,6.43736,50.0,13.999999999999998,-6.111111111111111,11.26538,340.0,16.0,-7.777777777777778,28.96812,330.0,15.0,-7.222222222222222,28.96812,340.0,57.248771702946776,62.24094540323185,67.72152822677872,67.72152822677872,76.9753571081536,80.53166898512077,1
50,10,6,16.0,990.0,11.26538,-3.888888888888889,15.0,-3.888888888888889,11.26538,990.0,13.999999999999998,-5.0,14.48406,330.0,13.000000000000002,-6.111111111111111,6.43736,50.0,13.999999999999998,-6.111111111111111,11.26538,340.0,16.0,-7.777777777777778,28.96812,330.0,59.83204824431052,57.248771702946776,62.24094540323185,67.72152822677872,67.72152822677872,76.9753571081536,1
51,10,7,15.0,280.0,14.48406,-5.0,16.0,-3.888888888888889,11.26538,990.0,15.0,-3.888888888888889,11.26538,990.0,13.999999999999998,-5.0,14.48406,330.0,13.000000000000002,-6.111111111111111,6.43736,50.0,13.999999999999998,-6.111111111111111,11.26538,340.0,67.97045632401783,59.83204824431052,57.248771702946776,62.24094540323185,67.72152822677872,67.72152822677872,1
52,10,8,18.000000000000004,290.0,14.48406,-5.0,15.0,-5.0,14.48406,280.0,16.0,-3.888888888888889,11.26538,990.0,15.0,-3.888888888888889,11.26538,990.0,13.999999999999998,-5.0,14.48406,330.0,13.000000000000002,-6.111111111111111,6.43736,50.0,74.16538131269743,67.97045632401783,59.83204824431052,57.248771702946776,62.24094540323185,67.72152822677872,1
53,10,9,24.0,240.0,6.43736,-3.888888888888889,18.000000000000004,-5.0,14.48406,290.0,15.0,-5.0,14.48406,280.0,16.0,-3.888888888888889,11.26538,990.0,15.0,-3.888888888888889,11.26538,990.0,13.999999999999998,-5.0,14.48406,330.0,62.51873443485262,74.16538131269743,67.97045632401783,59.83204824431052,57.248771702946776,62.24094540323185,1
54,10,10,24.0,330.0,6.43736,-6.111111111111111,24.0,-3.888888888888889,6.43736,240.0,18.000000000000004,-5.0,14.48406,290.0,15.0,-5.0,14.48406,280.0,16.0,-3.888888888888889,11.26538,990.0,15.0,-3.888888888888889,11.26538,990.0,73.9555472159488,62.51873443485262,74.16538131269743,67.97045632401783,59.83204824431052,57.248771702946776,1
55,10,11,21.0,160.0,6.43736,-10.0,24.0,-6.111111111111111,6.43736,330.0,24.0,-3.888888888888889,6.43736,240.0,18.000000000000004,-5.0,14.48406,290.0,15.0,-5.0,14.48406,280.0,16.0,-3.888888888888889,11.26538,990.0,83.78066285410024,73.9555472159488,62.51873443485262,74.16538131269743,67.97045632401783,59.83204824431052,1
56,10,12,22.000000000000004,990.0,3.21868,-7.777777777777778,21.0,-10.0,6.43736,160.0,24.0,-6.111111111111111,6.43736,330.0,24.0,-3.888888888888889,6.43736,240.0,18.000000000000004,-5.0,14.48406,290.0,15.0,-5.0,14.48406,280.0,84.0612255236367,83.78066285410024,73.9555472159488,62.51873443485262,74.16538131269743,67.97045632401783,1
57,10,13,18.000000000000004,170.0,6.43736,-10.0,22.000000000000004,-7.777777777777778,3.21868,990.0,21.0,-10.0,6.43736,160.0,24.0,-6.111111111111111,6.43736,330.0,24.0,-3.888888888888889,6.43736,240.0,18.000000000000004,-5.0,14.48406,290.0,83.78066285410024,84.0612255236367,83.78066285410024,73.9555472159488,62.51873443485262,74.16538131269743,1
58,10,14,16.0,170.0,6.43736,-7.777777777777778,18.000000000000004,-10.0,6.43736,170.0,22.000000000000004,-7.777777777777778,3.21868,990.0,21.0,-10.0,6.43736,160.0,24.0,-6.111111111111111,6.43736,330.0,24.0,-3.888888888888889,6.43736,240.0,76.9753571081536,83.78066285410024,84.0612255236367,83.78066285410024,73.9555472159488,62.51873443485262,1
59,10,15,16.0,180.0,11.26538,-6.111111111111111,16.0,-7.777777777777778,6.43736,170.0,18.000000000000004,-10.0,6.43736,170.0,22.000000000000004,-7.777777777777778,3.21868,990.0,21.0,-10.0,6.43736,160.0,24.0,-6.111111111111111,6.43736,330.0,77.26028839004219,76.9753571081536,83.78066285410024,84.0612255236367,83.78066285410024,73.9555472159488,1
60,10,16,18.000000000000004,990.0,3.21868,-7.777777777777778,16.0,-6.111111111111111,11.26538,180.0,16.0,-7.777777777777778,6.43736,170.0,18.000000000000004,-10.0,6.43736,170.0,22.000000000000004,-7.777777777777778,3.21868,990.0,21.0,-10.0,6.43736,160.0,84.0612255236367,77.26028839004219,76.9753571081536,83.78066285410024,84.0612255236367,83.78066285410024,1
61,10,6,20.0,300.0,17.70274,-1.6666666666666667,19.0,-3.888888888888889,14.48406,310.0,22.000000000000004,-5.0,3.21868,990.0,26.000000000000004,-6.111111111111111,17.70274,250.0,67.0,-6.111111111111111,6.43736,990.0,107.0,-11.11111111111111,3.21868,990.0,57.84609998213012,68.21678166238368,74.16538131269743,80.69596198255768,80.69596198255768,91.49298501860791,5
62,10,7,28.999999999999996,300.0,20.92142,-2.7777777777777777,20.0,-1.6666666666666667,17.70274,300.0,19.0,-3.888888888888889,14.48406,310.0,22.000000000000004,-5.0,3.21868,990.0,26.000000000000004,-6.111111111111111,17.70274,250.0,67.0,-6.111111111111111,6.43736,990.0,68.46053520783933,57.84609998213012,68.21678166238368,74.16538131269743,80.69596198255768,80.69596198255768,5
63,10,8,30.0,990.0,20.92142,-2.7777777777777777,28.999999999999996,-2.7777777777777777,20.92142,300.0,20.0,-1.6666666666666667,17.70274,300.0,19.0,-3.888888888888889,14.48406,310.0,22.000000000000004,-5.0,3.21868,990.0,26.000000000000004,-6.111111111111111,17.70274,250.0,62.79384196306979,68.46053520783933,57.84609998213012,68.21678166238368,74.16538131269743,80.69596198255768,5
64,10,9,37.00000000000001,990.0,14.48406,-3.888888888888889,30.0,-2.7777777777777777,20.92142,990.0,28.999999999999996,-2.7777777777777777,20.92142,300.0,20.0,-1.6666666666666667,17.70274,300.0,19.0,-3.888888888888889,14.48406,310.0,22.000000000000004,-5.0,3.21868,990.0,62.51873443485262,62.79384196306979,68.46053520783933,57.84609998213012,68.21678166238368,74.16538131269743,5
65,10,10,37.00000000000001,330.0,14.48406,-6.111111111111111,37.00000000000001,-3.888888888888889,14.48406,990.0,30.0,-2.7777777777777777,20.92142,990.0,28.999999999999996,-2.7777777777777777,20.92142,300.0,20.0,-1.6666666666666667,17.70274,300.0,19.0,-3.888888888888889,14.48406,310.0,73.9555472159488,62.51873443485262,62.79384196306979,68.46053520783933,57.84609998213012,68.21678166238368,5
66,10,11,23.0,340.0,14.48406,-6.111111111111111,37.00000000000001,-6.111111111111111,14.48406,330.0,37.00000000000001,-3.888888888888889,14.48406,990.0,30.0,-2.7777777777777777,20.92142,990.0,28.999999999999996,-2.7777777777777777,20.92142,300.0,20.0,-1.6666666666666667,17.70274,300.0,67.72152822677872,73.9555472159488,62.51873443485262,62.79384196306979,68.46053520783933,57.84609998213012,5
67,10,23,65.0,990.0,6.43736,-8.88888888888889,57.99999999999999,-10.0,11.26538,270.0,62.0,-8.333333333333334,11.26538,290.0,51.0,-12.222222222222221,3.21868,990.0,39.0,-11.11111111111111,6.43736,320.0,27.999999999999996,-7.222222222222222,3.21868,310.0,76.78258757023262,80.11206945850404,73.52867117837434,87.37347480152484,87.4866839325546,67.46996608320404,5
68,10,6,17.0,290.0,20.92142,-6.111111111111111,20.0,-7.222222222222222,20.92142,340.0,22.000000000000004,-7.222222222222222,17.70274,330.0,27.000000000000004,-6.666666666666667,14.48406,310.0,24.0,-7.222222222222222,14.48406,350.0,23.0,-7.777777777777778,14.48406,340.0,67.72152822677872,73.74332149014698,73.74332149014698,70.6612386462371,67.46996608320404,70.42705194698293,6
69,10,7,17.0,330.0,11.26538,-5.0,17.0,-6.111111111111111,20.92142,290.0,20.0,-7.222222222222222,20.92142,340.0,22.000000000000004,-7.222222222222222,17.70274,330.0,27.000000000000004,-6.666666666666667,14.48406,310.0,24.0,-7.222222222222222,14.48406,350.0,67.97045632401783,67.72152822677872,73.74332149014698,73.74332149014698,70.6612386462371,67.46996608320404,6
70,10,8,24.0,290.0,25.74944,-5.0,17.0,-5.0,11.26538,330.0,17.0,-6.111111111111111,20.92142,290.0,20.0,-7.222222222222222,20.92142,340.0,22.000000000000004,-7.222222222222222,17.70274,330.0,27.000000000000004,-6.666666666666667,14.48406,310.0,62.24094540323185,67.97045632401783,67.72152822677872,73.74332149014698,73.74332149014698,70.6612386462371,6
